"Time (s)"	"Acceleration (m/s²)"
5.369406063E1	-7.514139891E-2
5.373427563E1	-1.420990348E-2
5.377448963E1	-4.294019759E-2
5.381470363E1	-6.194949567E-2
5.385491863E1	-5.326754987E-2
5.389513263E1	-4.802669048E-2
5.393534763E1	9.185975790E-4
5.397556125E1	3.923540175E-2
5.401577625E1	8.264454603E-2
5.405599025E1	2.920567274E-2
5.409620525E1	8.241065741E-3
5.413641925E1	-5.387975335E-2
5.417663325E1	2.619786501E-2
5.421684825E1	3.952133060E-2
5.425706225E1	-1.466247797E-2
5.429727725E1	-1.750831783E-2
5.433749125E1	-2.365198731E-2
5.437770625E1	1.317494631E-2
5.441792025E1	-1.122548461E-2
5.445813425E1	-8.038284302E-2
5.449834925E1	-8.412798464E-2
5.453856325E1	1.841112792E-2
5.457877825E1	6.765871704E-2
5.461899225E1	1.721186399E-2
5.465920725E1	-1.157169825E-1
5.469942125E1	-5.613911748E-2
5.473963625E1	4.115855098E-2
5.477985025E1	-1.056007147E-3
5.482006425E1	-1.013527125E-1
5.486027925E1	-5.855109394E-2
5.490049325E1	3.844193459E-2
5.494070825E1	2.960971534E-2
5.498092296E1	-1.065713525E-2
5.502113696E1	-6.316162348E-3
5.506135196E1	-5.017846584E-2
5.510156596E1	-9.868053496E-2
5.514178096E1	4.830618739E-2
5.518199496E1	7.269960165E-2
5.522220996E1	-1.606171668E-2
5.526242396E1	-9.958626866E-2
5.530263796E1	-9.025177360E-3
5.534285296E1	-1.681308389E-2
5.538306696E1	-3.717191935E-2
5.542328196E1	-4.630000770E-2
5.546349596E1	9.998738766E-4
5.550371096E1	-5.333245397E-2
5.554392496E1	-1.780225736E-1
5.558413896E1	-7.593018830E-2
5.562435396E1	1.505488461E-1
5.566456796E1	-3.131651759E-2
5.570478296E1	-1.824898463E-1
5.574499696E1	-1.735038453E-1
5.578521096E1	1.005767870E-1
5.582542596E1	1.001212889E-1
5.586563996E1	-7.995424211E-2
5.590585496E1	-2.071896547E-1
5.594606863E1	-1.887188852E-2
5.598628363E1	6.127882004E-3
5.602649763E1	-5.099356771E-3
5.606671163E1	-1.504488587E-3
5.610692663E1	-9.520494998E-2
5.614714063E1	-3.877054811E-2
5.618735563E1	-6.139576435E-3
5.622756963E1	-3.876762450E-2
5.626778363E1	-2.095232785E-2
5.630799863E1	-8.845784783E-2
5.634821263E1	-1.448852330E-1
5.638842763E1	4.057909191E-2
5.642864163E1	1.737266243E-2
5.646885563E1	-9.264503896E-2
5.650907063E1	-1.076092333E-1
5.654928463E1	-1.390362632E-1
5.658949963E1	5.766114771E-2
5.662971363E1	2.143530786E-2
5.666992763E1	-1.673239231E-2
5.671014263E1	-1.524918759E-1
5.675035663E1	-7.061214566E-2
5.679057163E1	2.891448140E-2
5.683078563E1	-1.321470737E-4
5.687099963E1	2.097396255E-2
5.691121462E1	-4.308637798E-2
5.695142800E1	-7.661431253E-2
5.699164300E1	-5.311084449E-2
5.703185700E1	-4.891780615E-2
5.707207100E1	3.236843169E-2
5.711228600E1	3.476169705E-2
5.715250000E1	3.931083083E-3
5.719271500E1	-9.335606039E-2
5.723292900E1	-1.282288545E-1
5.727314300E1	-5.158589065E-2
5.731335800E1	6.576188028E-2
5.735357200E1	9.780286789E-2
5.739378700E1	3.952133060E-3
5.743400100E1	-8.450805366E-2
5.747421500E1	-1.690821809E-1
5.751443000E1	-8.510330021E-2
5.755464400E1	5.829849422E-2
5.759485900E1	1.193662298E-1
5.763507300E1	-1.220957100E-2
5.767528700E1	-8.316436350E-2
5.771550200E1	-1.274769026E-1
5.775571600E1	-8.392567098E-2
5.779593000E1	7.968527019E-2
5.783614500E1	5.812600136E-2
5.787635900E1	-1.971505702E-2
5.791657400E1	-1.108667171E-1
5.795678888E1	-5.308979452E-2
5.799700288E1	3.059263229E-2
5.803721788E1	1.592313766E-2
5.807743188E1	-2.658495069E-2
5.811764588E1	-8.975476027E-2
5.815786088E1	-6.714357734E-2
5.819807488E1	-6.130864084E-2
5.823828988E1	-1.475252509E-2
5.827850388E1	-3.031956732E-2
5.831871788E1	3.179715872E-2
5.835893288E1	-2.179140329E-2
5.839914688E1	-1.053247261E-1
5.843936188E1	-8.078045368E-2
5.847957588E1	-5.187649727E-3
5.851978988E1	-1.791645348E-2
5.856000488E1	-3.932077110E-2
5.860021888E1	-6.671790004E-2
5.864043288E1	-2.496059418E-2
5.868064788E1	-1.733231664E-2
5.872086188E1	-3.020203829E-2
5.876107588E1	8.262115717E-3
5.880129088E1	8.205514669E-2
5.884150488E1	-7.795683324E-2
5.888171988E1	-1.080471897E-1
5.892193388E1	4.448327780E-2
5.896214771E1	2.116849941E-1
5.900236271E1	1.862437588E-1
5.904257671E1	-3.049849212E-2
5.908279071E1	3.671291292E-2
5.912300571E1	1.429843032E-1
5.916321971E1	2.145366812E-1
5.920343471E1	1.705416459E-1
5.924364871E1	1.998894060E-1
5.928386271E1	2.153120220E-1
5.932407771E1	2.693566668E-1
5.936429171E1	3.195187604E-1
5.940450571E1	3.139849555E-1
5.944472071E1	3.720589167E-1
5.948493471E1	4.358052617E-1
5.952514871E1	5.197589993E-1
5.956536371E1	4.437089431E-1
5.960557771E1	4.172152090E-1
5.964579171E1	5.725932705E-1
5.968600671E1	6.664633012E-1
5.972622071E1	6.285967326E-1
5.976643571E1	7.016448283E-1
5.980664971E1	7.047929692E-1
5.984686371E1	7.181158501E-1
5.988707871E1	7.089854228E-1
5.992729271E1	6.624374932E-1
5.996750625E1	6.660311919E-1
6.000772125E1	7.173726690E-1
6.004793525E1	6.944656169E-1
6.008814925E1	7.330794597E-1
6.012836425E1	7.067354143E-1
6.016857825E1	6.348912603E-1
6.020879225E1	6.185751897E-1
6.024900725E1	6.950602788E-1
6.028922125E1	6.714170623E-1
6.032943625E1	5.358014202E-1
6.036965025E1	4.718843365E-1
6.040986425E1	4.090121502E-1
6.045007925E1	4.268292010E-1
6.049029325E1	4.974816924E-1
6.053050725E1	4.239804375E-1
6.057072225E1	2.024405462E-1
6.061093625E1	8.343684375E-2
6.065115025E1	2.597684026E-1
6.069136525E1	4.205264872E-1
6.073157925E1	4.809989762E-1
6.077179325E1	4.649822831E-1
6.081200825E1	3.434408891E-1
6.085222225E1	2.416554826E-1
6.089243625E1	2.037848210E-1
6.093265125E1	1.403150493E-1
6.097286521E1	7.998698652E-2
6.101307921E1	8.851807415E-2
6.105329421E1	6.187582076E-2
6.109350821E1	5.303950846E-2
6.113372221E1	4.736244678E-5
6.117393721E1	-1.986708462E-2
6.121415121E1	-2.615050256E-2
6.125436521E1	-2.360170126E-2
6.129458021E1	-4.994516194E-2
6.133479421E1	-9.223982692E-3
6.137500821E1	-2.060207963E-2
6.141522321E1	-6.982744932E-3
6.145543721E1	-3.633225918E-2
6.149565121E1	-3.513533413E-2
6.153586621E1	-5.070413053E-2
6.157608021E1	-4.142810762E-2
6.161629521E1	-1.733348608E-2
6.165650921E1	4.841494560E-4
6.169672321E1	-4.486393154E-2
6.173693721E1	-2.199722528E-3
6.177715221E1	-2.884957731E-2
6.181736621E1	-3.812969327E-2
6.185758121E1	-2.675685883E-2
6.189779521E1	-3.723039150E-2
6.193800921E1	-1.643126070E-2
6.197822396E1	-2.676036716E-2
6.201843796E1	-3.454359591E-2
6.205865196E1	-1.987644017E-2
6.209886696E1	-3.754146338E-2
6.213908096E1	-2.975764990E-2
6.217929496E1	-1.658796608E-2
6.221950996E1	-2.062839210E-2
6.225972396E1	7.887893915E-4
6.229993796E1	-5.699398041E-2
6.234015296E1	-2.421507418E-2
6.238036696E1	-2.961030006E-2
6.242058096E1	-2.960971534E-2
6.246079596E1	-4.188652933E-2
6.250100996E1	-3.500435650E-2
6.254122396E1	-1.749662340E-2
6.258143896E1	-3.036751449E-2
6.262165296E1	-4.383949935E-2
6.266186696E1	8.402448893E-3
6.270208196E1	-1.149738014E-2
6.274229596E1	-2.421741307E-2
6.278250996E1	1.124671000E-1
6.282272496E1	1.007042563E-1
6.286293896E1	-1.010164976E-1
6.290315296E1	-5.643791020E-2
6.294336796E1	-8.281645417E-2
6.298358238E1	2.105173051E-2
6.302379638E1	-1.485426664E-2
6.306401138E1	-7.727270901E-2
6.310422538E1	-2.548333526E-2
6.314443938E1	-1.798662007E-2
6.318465438E1	-3.773500621E-2
6.322486838E1	-4.461425543E-4
6.326508238E1	-4.578545272E-2
6.330529738E1	-3.421205878E-3
6.334551138E1	-4.068960428E-2
6.338572538E1	-3.395712018E-2
6.342594038E1	-2.961731672E-2
6.346615437E1	-2.018809676E-2
6.350636838E1	-3.500377178E-2
6.354658338E1	-2.048572004E-2
6.358679737E1	-3.994233012E-2
6.362701138E1	-3.470731795E-2
6.366722638E1	-3.171061993E-2
6.370744038E1	-2.886711895E-2
6.374765438E1	-3.021080911E-2
6.378786938E1	-1.928645611E-2
6.382808338E1	-2.032901466E-2
6.386829738E1	-3.170886576E-2
6.390851238E1	-3.006112039E-2
6.394872638E1	-2.990967751E-2
6.398894008E1	-1.329072118E-2
6.402915508E1	-5.400254488E-2
6.406936908E1	-2.332220435E-2
6.410958308E1	-5.040884614E-2
6.414979808E1	-8.491911292E-3
6.419001208E1	-2.645748138E-2
6.423022608E1	-2.466004729E-2
6.427044108E1	-3.498739958E-2
6.431065508E1	3.715671659E-2
6.435086908E1	-4.771737278E-2
6.439108308E1	-2.631247044E-2
6.443129808E1	-2.242699564E-2
6.447151208E1	-3.635213971E-2
6.451172608E1	-2.797307968E-2
6.455194108E1	-2.332863629E-2
6.459215508E1	-2.377185524E-2
6.463236908E1	-3.170184910E-2
6.467258408E1	-2.405895352E-2
6.471279808E1	-3.004357874E-2
6.475301208E1	-2.990149140E-2
6.479322708E1	-3.379632175E-2
6.483344108E1	-3.469620824E-2
6.487365508E1	-2.331869602E-2
6.491387008E1	-2.751056492E-2
6.495408433E1	-1.957706273E-2
6.499429833E1	-3.364370942E-2
6.503451333E1	-1.748025119E-2
6.507472733E1	-3.439741552E-2
6.511494133E1	-3.349811375E-2
6.515515633E1	-3.469562352E-2
6.519537033E1	-7.810476780E-2
6.523558433E1	-4.113399267E-2
6.527579933E1	-4.637777567E-2
6.531601333E1	-3.963652074E-2
6.535622733E1	-1.314395607E-2
6.539644133E1	-3.828990698E-2
6.543665633E1	-1.760596633E-3
6.547687033E1	-3.499207735E-2
6.551708433E1	-3.394542575E-2
6.555729933E1	9.611068368E-3
6.559751333E1	-2.526347995E-2
6.563772733E1	-2.077632666E-2
6.567794233E1	-8.116344631E-2
6.571815633E1	-1.231423616E-2
6.575837033E1	3.947923064E-2
6.579858533E1	-7.178275824E-2
6.583879933E1	-1.531912029E-2
6.587901333E1	-1.814215600E-2
6.591922833E1	-1.992614150E-2
6.595944200E1	7.021336555E-3
6.599965600E1	-3.907811165E-2
6.603987100E1	-3.623110235E-2
6.608008500E1	-6.885622680E-2
6.612029900E1	-3.142293692E-2
6.616051300E1	5.031002820E-2
6.620072800E1	-3.605977893E-2
6.624094200E1	-6.733595073E-2
6.628115600E1	-4.749108553E-3
6.632137100E1	-3.693569183E-2
6.636158500E1	-4.710458457E-2
6.640179900E1	-1.760538161E-2
6.644201400E1	-3.032249093E-2
6.648222800E1	1.453711367E-1
6.652244200E1	2.532136738E-2
6.656265700E1	-2.666915059E-3
6.660287100E1	-4.287003100E-2
6.664308500E1	-1.898590922E-2
6.668329900E1	-6.793529034E-2
6.672351400E1	-5.667881548E-2
6.676372800E1	-6.343878150E-2
6.680394200E1	2.554648519E-3
6.684415700E1	5.507024646E-2
6.688437100E1	-9.327069104E-2
6.692458500E1	1.120677352E-2
6.696480050E1	-3.132178009E-2
6.700501450E1	-2.461210012E-2
6.704522850E1	-4.198008478E-2
6.708544350E1	6.858783960E-4
6.712565750E1	-3.957921803E-2
6.716587150E1	-7.465315640E-2
6.720608650E1	7.382226706E-2
6.724630050E1	8.234399915E-2
