"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.902854728E1	-9.703770280E-2	-1.895356178E-2	-4.129791260E-2	1.071497590E-1
3.903357822E1	-1.062346101E-1	-5.287408829E-3	-7.874584198E-2	1.323429511E-1
3.903860916E1	-9.182220697E-2	-5.988836288E-3	-1.063919067E-1	1.406642160E-1
3.904364010E1	-7.292613387E-2	1.240396500E-2	-1.338405609E-1	1.529227749E-1
3.904867104E1	-5.431750417E-2	7.098197937E-3	-1.421298981E-1	1.523209887E-1
3.905370197E1	-4.537564516E-2	-1.215982437E-2	-1.456747055E-1	1.530618513E-1
3.905873291E1	-4.122126102E-2	-1.671242714E-2	-1.540250778E-1	1.603191261E-1
3.906376385E1	-2.271994948E-2	-2.087759972E-2	-1.434087753E-1	1.466906511E-1
3.906879478E1	-2.316582203E-2	-1.990818977E-2	-1.139831543E-1	1.180048761E-1
3.907382572E1	-1.855805516E-2	-2.809214592E-2	-8.014488220E-2	8.692969698E-2
3.907885666E1	5.434751511E-4	-3.126072884E-2	-3.713798523E-2	4.854645692E-2
3.908388760E1	1.503878832E-2	-3.900074959E-2	-8.767127991E-3	4.270932165E-2
3.908891854E1	2.962905169E-2	-4.667425156E-2	3.837013245E-2	6.729512260E-2
3.909394947E1	3.950017691E-2	-5.443406105E-2	7.091999054E-2	9.773932697E-2
3.909898041E1	3.512340784E-2	-5.757761002E-2	7.001972198E-2	9.721932123E-2
3.910401135E1	3.077721596E-2	-7.518529892E-2	9.768962860E-2	1.270564037E-1
3.910904228E1	3.579291701E-2	-6.440234184E-2	9.670448303E-2	1.215752918E-1
3.911407322E1	2.155110240E-2	-7.295036316E-2	9.104251862E-2	1.186378763E-1
3.911910416E1	2.613532543E-2	-8.162593842E-2	5.698299408E-2	1.029218668E-1
3.912413510E1	6.702333689E-3	-8.098125458E-2	2.326965332E-2	8.452432570E-2
3.912916604E1	3.003168106E-2	-6.624531746E-2	-1.487255096E-2	7.423972471E-2
3.913419697E1	2.938857675E-2	-7.552313805E-2	-5.265522003E-2	9.664370140E-2
3.913922791E1	2.413219213E-2	-7.527303696E-2	-6.636142731E-2	1.032096499E-1
3.914425885E1	1.440143585E-2	-7.027220726E-2	-8.469486237E-2	1.109901085E-1
3.914928978E1	-9.213209152E-3	-6.046009064E-2	-1.028938293E-1	1.196973095E-1
3.915432072E1	-3.704884648E-2	-5.052471161E-2	-1.114912033E-1	1.278892174E-1
3.915935166E1	-5.961740017E-2	-4.997014999E-2	-1.200628281E-1	1.430605920E-1
3.916438260E1	-5.796885490E-2	-3.017711639E-2	-1.001329422E-1	1.195727921E-1
3.916941354E1	-6.088170409E-2	-1.489591599E-2	-5.198669434E-2	8.143148405E-2
3.917444447E1	-5.903646350E-2	-4.091024399E-3	-9.107589722E-3	5.987477510E-2
3.917947541E1	-6.201994419E-2	2.174377441E-3	3.807353973E-2	7.280656442E-2
3.918450635E1	-5.096316338E-2	1.338338852E-2	6.578636169E-2	8.428644312E-2
3.918953728E1	-3.545072675E-2	9.074211121E-4	1.169586182E-1	1.222165938E-1
3.919456817E1	-1.303583384E-3	-1.971721649E-3	1.629476547E-1	1.629647974E-1
3.919959906E1	2.754485607E-2	-4.928827286E-3	2.038249969E-1	2.057368266E-1
3.920462994E1	6.068590283E-2	-1.276230812E-2	2.348995209E-1	2.429474022E-1
3.920966083E1	8.395341039E-2	-1.123428345E-2	2.420272827E-1	2.564207281E-1
3.921469171E1	9.764522314E-2	-1.001811028E-2	2.396907806E-1	2.590108539E-1
3.921972260E1	9.712842107E-2	1.452827454E-2	2.327480316E-1	2.526195700E-1
3.922475348E1	9.211903811E-2	3.846788406E-2	2.307395935E-1	2.514089404E-1
3.922978437E1	7.795640826E-2	8.074927330E-2	1.956520081E-1	2.255600917E-1
3.923481525E1	7.835868001E-2	8.893537521E-2	1.705083847E-1	2.076600418E-1
3.923984614E1	8.839109540E-2	9.669899940E-2	1.599283218E-1	2.067383621E-1
3.924487702E1	8.882182837E-2	1.040499210E-1	1.352910995E-1	1.924042226E-1
3.924990791E1	8.444365859E-2	1.015462875E-1	9.669685364E-2	1.636846404E-1
3.925493880E1	4.675537348E-2	8.932113647E-2	5.374240875E-2	1.142478747E-1
3.925996968E1	1.408749819E-2	6.745767593E-2	1.596546173E-2	7.073819065E-2
3.926500057E1	-1.365193725E-2	7.412528992E-2	-4.520130157E-2	8.788681164E-2
3.927003145E1	-4.603031278E-2	5.215048790E-2	-7.259368896E-2	1.005400754E-1
3.927506234E1	-7.347622514E-2	3.516006470E-2	-1.187705994E-1	1.440188914E-1
3.928009322E1	-1.007939279E-1	3.265786171E-2	-1.456022263E-1	1.800720970E-1
3.928512411E1	-1.089046299E-1	6.683588028E-3	-1.817808151E-1	2.120121542E-1
3.929015499E1	-1.168618500E-1	-1.407599449E-2	-1.749897003E-1	2.108938615E-1
3.929518588E1	-1.293946803E-1	-3.911519051E-2	-1.730852127E-1	2.196166484E-1
3.930021676E1	-1.417668760E-1	-5.410313606E-2	-1.475534439E-1	2.116530540E-1
3.930524765E1	-1.586779952E-1	-4.017996788E-2	-1.270637512E-1	2.072156675E-1
3.931027854E1	-1.658092439E-1	-3.562712669E-2	-1.163063049E-1	2.056432690E-1
3.931530942E1	-1.633929014E-1	-3.561830521E-2	-9.621334076E-2	1.929323997E-1
3.932034031E1	-1.420470476E-1	-4.021382332E-2	-8.108043671E-2	1.684296664E-1
3.932537119E1	-1.161748171E-1	-3.033137321E-2	-4.238891602E-2	1.273318520E-1
3.933040208E1	-9.061270952E-2	-4.407978058E-2	-4.081726074E-3	1.008481565E-1
3.933543296E1	-7.001209259E-2	-5.756306648E-2	1.961708069E-2	9.273634447E-2
3.934046385E1	-5.434623361E-2	-5.664086342E-2	4.785156250E-2	9.193189082E-2
3.934549473E1	-5.770429969E-2	-5.092740059E-2	8.533859253E-2	1.149176301E-1
3.935052562E1	-6.101337075E-2	-3.586983681E-2	9.880256653E-2	1.215369234E-1
3.935555650E1	-6.902238727E-2	-2.579140663E-2	1.169347763E-1	1.382137059E-1
3.936058739E1	-6.274843216E-2	-1.600265503E-2	1.397237778E-1	1.540005999E-1
3.936561828E1	-4.710927606E-2	-1.124954224E-2	1.576309204E-1	1.649040423E-1
3.937064916E1	-8.088260889E-3	-1.144027710E-2	1.611785889E-1	1.617863944E-1
3.937568010E1	1.133278012E-2	-1.183533669E-2	1.410017014E-1	1.419506495E-1
3.938071104E1	3.507441282E-2	-2.192759514E-2	1.162910461E-1	1.234286890E-1
3.938574197E1	4.891994596E-2	-1.794171333E-2	7.760524750E-2	9.347534771E-2
3.939077291E1	6.244885921E-2	-1.419019699E-2	2.029800415E-2	6.718058261E-2
3.939580385E1	6.619617343E-2	8.378028870E-3	-3.174781799E-2	7.389214229E-2
3.940083478E1	6.500664353E-2	2.596664429E-2	-7.860565186E-2	1.052567282E-1
3.940586572E1	5.427354574E-2	3.401947021E-2	-1.108617783E-1	1.280362292E-1
3.941089666E1	4.837223887E-2	3.276634216E-2	-1.619186401E-1	1.721370172E-1
3.941592760E1	5.209687352E-2	3.183031082E-2	-1.698999405E-1	1.805359873E-1
3.942095854E1	7.021623850E-2	3.125858307E-2	-1.684141159E-1	1.851235631E-1
3.942598947E1	8.845067024E-2	3.579401970E-2	-1.575355530E-1	1.841797583E-1
3.943102041E1	8.319255710E-2	2.164959908E-2	-1.563291550E-1	1.784054691E-1
3.943605135E1	8.794209361E-2	2.217221260E-2	-1.362085342E-1	1.636404096E-1
3.944108228E1	6.942656636E-2	1.344656944E-2	-9.731292725E-2	1.202940737E-1
3.944611322E1	4.674813151E-2	4.948854446E-3	-5.401802063E-2	7.160883684E-2
3.945114416E1	2.932333946E-2	6.071329117E-3	-1.586914062E-3	2.998729015E-2
3.945617510E1	2.662032843E-3	-2.360582352E-3	2.668476105E-2	2.692090712E-2
3.946120604E1	-4.833161831E-3	3.372430801E-3	3.576946259E-2	3.625171991E-2
3.946623697E1	-2.199316025E-2	-1.489019394E-2	3.533077240E-2	4.420045759E-2
3.947126791E1	-4.405993223E-2	-2.845311165E-2	2.069568634E-2	5.638411677E-2
3.947629885E1	-5.204889178E-2	-3.260731697E-2	1.097393036E-2	6.239191777E-2
3.948132978E1	-4.602715373E-2	-4.637432098E-2	1.363754272E-3	6.535240128E-2
3.948636072E1	-4.988339543E-2	-4.593658447E-2	-2.713012695E-2	7.303811828E-2
3.949139166E1	-3.497943282E-2	-4.560542107E-2	-4.587173462E-2	7.353659761E-2
3.949642260E1	-2.034428716E-2	-3.103852272E-2	-5.021667480E-2	6.244192775E-2
3.950145354E1	-5.910754204E-3	-2.609467506E-2	-6.877231598E-2	7.379363473E-2
3.950648447E1	1.787009835E-2	-3.064370155E-2	-8.244037628E-2	8.974849582E-2
3.951151541E1	4.152381420E-2	-1.601481438E-2	-7.703971863E-2	8.897089227E-2
3.951654635E1	6.513106823E-2	-2.040123940E-2	-6.220912933E-2	9.234848342E-2
3.952157728E1	1.123343110E-1	-1.510357857E-2	-4.279613495E-2	1.211553741E-1
3.952660822E1	1.402151883E-1	-1.449561119E-2	-1.882266998E-2	1.422136234E-1
3.953163916E1	1.488992572E-1	-4.240512848E-3	1.583099365E-4	1.489597120E-1
3.953667010E1	1.432238519E-1	1.290798187E-3	4.701614380E-3	1.433068145E-1
3.954170104E1	1.328350604E-1	-7.355213165E-3	2.816677094E-2	1.359875708E-1
3.954673197E1	1.367011964E-1	-1.571655273E-3	3.715515137E-2	1.416693068E-1
3.955176291E1	1.310111582E-1	-4.725456238E-4	4.603385925E-2	1.388641893E-1
3.955679385E1	1.110812724E-1	7.269382477E-4	5.480480194E-2	1.238674446E-1
3.956182479E1	9.612467885E-2	1.147317886E-2	6.823730469E-2	1.184395097E-1
3.956685572E1	7.667395473E-2	3.190755844E-3	8.154678345E-2	1.119774716E-1
3.957188666E1	7.174593210E-2	9.275436401E-3	1.137304306E-1	1.347891811E-1
3.957691760E1	5.274325609E-2	5.867481232E-3	1.408872604E-1	1.505506511E-1
3.958194854E1	1.502001286E-2	1.198744774E-2	1.630735397E-1	1.642019459E-1
3.958697947E1	1.564940810E-2	1.800632477E-2	1.708469391E-1	1.725045168E-1
3.959201041E1	-7.433265448E-3	1.917457581E-2	1.880702972E-1	1.891913172E-1
3.959704135E1	-2.079096437E-2	2.018022537E-2	1.956996918E-1	1.978329473E-1
3.960207229E1	-1.025906205E-2	2.097439766E-2	2.223196030E-1	2.235423440E-1
3.960710322E1	-9.391367435E-3	2.155590057E-2	2.345285416E-1	2.357042457E-1
3.961213416E1	-8.595705032E-3	3.612470627E-2	2.372102737E-1	2.400991348E-1
3.961716510E1	-7.936447859E-3	5.501389503E-2	2.304544449E-1	2.370627913E-1
3.962219604E1	6.811916828E-3	3.550624847E-2	2.380666733E-1	2.407962558E-1
3.962722697E1	2.133673429E-2	4.429960251E-2	2.362174988E-1	2.412807861E-1
3.963225791E1	3.089141846E-2	4.322028160E-2	2.202215195E-1	2.265387166E-1
3.963728885E1	2.128639817E-2	3.225207329E-2	1.997213364E-1	2.034254634E-1
3.964231979E1	-2.584725618E-3	4.946327209E-2	1.747560501E-1	1.816396794E-1
3.964735072E1	-2.152943611E-2	4.718899727E-2	1.500997543E-1	1.588088610E-1
3.965238166E1	-1.662406325E-2	4.927897453E-2	1.210165024E-1	1.317185282E-1
3.965741260E1	-3.085416555E-2	4.155206680E-2	9.226036072E-2	1.057852917E-1
3.966244354E1	-4.026746750E-2	3.363752365E-2	4.482173920E-2	6.900681300E-2
3.966747447E1	-4.968813062E-2	1.609325409E-2	-1.166343689E-2	5.351578189E-2
3.967250541E1	-4.958346486E-2	3.393411636E-3	-6.291675568E-2	8.017825999E-2
3.967753635E1	-4.009792209E-2	-4.504203796E-3	-7.574367523E-2	8.582095050E-2
3.968256729E1	-1.644560695E-2	-2.788305283E-3	-1.122198105E-1	1.134527148E-1
3.968759822E1	-1.669707894E-2	-2.952909470E-2	-1.531515121E-1	1.568634615E-1
3.969262916E1	-1.694619656E-2	-4.170012474E-2	-1.605310440E-1	1.667221943E-1
3.969766010E1	1.133352518E-2	-4.407310486E-2	-1.774024963E-1	1.831462068E-1
3.970269104E1	6.188601255E-3	-3.672719002E-2	-1.846933365E-1	1.884112890E-1
3.970772197E1	2.019616961E-2	-3.393673897E-2	-2.062387466E-1	2.099857332E-1
3.971275291E1	3.420263529E-2	-2.611637115E-2	-1.944484711E-1	1.991534409E-1
3.971778385E1	3.871092200E-2	-3.710126877E-2	-2.065677643E-1	2.134134037E-1
3.972281479E1	3.849840164E-2	-3.344464302E-2	-2.091760635E-1	2.153028022E-1
3.972784572E1	1.937365532E-2	-4.375743866E-2	-2.071008682E-1	2.125578076E-1
3.973287666E1	2.418062091E-2	-2.513670921E-2	-2.003984451E-1	2.034111437E-1
3.973790760E1	1.941514015E-2	-3.005957603E-2	-1.986064911E-1	2.018045195E-1
3.974293854E1	9.970635176E-3	-3.453469276E-2	-1.827030182E-1	1.862054012E-1
3.974796947E1	-8.877366781E-3	-3.386998177E-2	-1.575384140E-1	1.613825740E-1
3.975300041E1	-8.509308100E-3	-2.336025238E-2	-1.421823502E-1	1.443396356E-1
3.975803135E1	-2.700263262E-2	-1.263928413E-2	-1.175394058E-1	1.212617235E-1
3.976306229E1	-4.986917973E-2	-1.600646973E-2	-7.891941071E-2	9.471755669E-2
3.976809317E1	-6.277674437E-2	-9.702920914E-3	-4.065132141E-2	7.541615371E-2
3.977312406E1	-7.057163119E-2	1.563572884E-2	1.152801514E-2	7.319649089E-2
3.977815494E1	-7.341158390E-2	2.175998688E-2	4.428863525E-2	8.845473923E-2
3.978318583E1	-7.622206211E-2	2.297735214E-2	5.781459808E-2	9.838846078E-2
3.978821671E1	-7.430496812E-2	1.932883263E-2	9.025192261E-2	1.184915254E-1
3.979324760E1	-5.833852291E-2	1.555538177E-2	1.082105637E-1	1.239148064E-1
3.979827848E1	-5.216747522E-2	2.110719681E-2	1.165752411E-1	1.294478507E-1
3.980330937E1	-6.055918336E-2	2.640962601E-2	1.249179840E-1	1.413130771E-1
3.980834025E1	-6.913208961E-2	3.146696091E-2	1.237421036E-1	1.451947783E-1
3.981337114E1	-5.415704846E-2	3.632926941E-2	1.178588867E-1	1.346978801E-1
3.981840203E1	-5.368822813E-2	2.670693398E-2	1.168260574E-1	1.313164645E-1
3.982343291E1	-5.803686380E-2	1.216244698E-2	1.016273499E-1	1.176618924E-1
3.982846380E1	-5.288186669E-2	1.642680168E-2	7.714653015E-2	9.496272296E-2
3.983349468E1	-5.238234997E-2	1.407623291E-3	5.770015717E-2	7.794357015E-2
3.983852557E1	-5.176579952E-2	5.251646042E-3	2.425098419E-2	5.740547030E-2
3.984355645E1	-5.101844668E-2	8.809566498E-3	1.965332031E-2	5.537818490E-2
3.984858734E1	-5.019167066E-2	7.436513901E-3	1.989269257E-2	5.449976844E-2
3.985361822E1	-3.039270639E-2	1.077032089E-2	-3.598213196E-3	3.244477696E-2
3.985864911E1	-2.037119865E-2	-4.920005798E-3	-3.164577484E-2	3.795585932E-2
3.986367999E1	-5.785286427E-3	-1.563024521E-2	-3.100395203E-2	3.519970377E-2
3.986871088E1	3.895074129E-3	-1.665139198E-2	-4.464530945E-2	4.780841049E-2
3.987374176E1	3.248867393E-2	-3.180885315E-2	-5.820178986E-2	7.385638371E-2
3.987877265E1	3.720194101E-2	-3.244352341E-2	-4.319381714E-2	6.559171034E-2
3.988380354E1	4.197633266E-2	-4.246950150E-2	-4.258155823E-2	7.334071286E-2
3.988883442E1	2.308374643E-2	-3.331518173E-2	-4.199886322E-2	5.836664454E-2
3.989386531E1	1.867967844E-2	-3.843450546E-2	-3.668308258E-2	5.631864828E-2
3.989889619E1	4.865437746E-3	-2.916526794E-2	-3.618621826E-2	4.673037268E-2
3.990392708E1	-8.883923292E-3	-3.891682625E-2	-4.045963287E-2	5.683683093E-2
3.990895796E1	1.123249531E-3	-3.904008865E-2	-2.097415924E-2	4.433176702E-2
3.991398885E1	-3.449589014E-3	-3.431344032E-2	-1.593971252E-2	3.799192396E-2
3.991901973E1	1.074364781E-2	-4.377365112E-2	-6.239891052E-3	4.550268939E-2
3.992405062E1	1.030716300E-2	-5.775523186E-2	-1.567173004E-2	6.072485108E-2
3.992908150E1	3.816446662E-2	-7.621812820E-2	-2.507972717E-2	8.885224980E-2
3.993411239E1	5.617737770E-2	-8.488178253E-2	-1.071643829E-2	1.023506562E-1
3.993914328E1	7.404020429E-2	-7.912731171E-2	1.299476624E-2	1.091418676E-1
3.994417416E1	8.710622787E-2	-6.387352943E-2	3.649806976E-2	1.140150507E-1
3.994920510E1	1.050128043E-1	-5.354547501E-2	5.033302307E-2	1.281726186E-1
3.995423604E1	1.039417386E-1	-3.390455246E-2	4.509639740E-2	1.182670231E-1
3.995926697E1	1.078586876E-1	-9.824514389E-3	4.945468903E-2	1.190621008E-1
3.996429791E1	1.118583083E-1	9.108066559E-3	4.909133911E-2	1.224957044E-1
3.996932885E1	1.016589999E-1	3.248524666E-2	4.877853394E-2	1.173421872E-1
3.997435979E1	8.682587743E-2	6.501889229E-2	4.851341248E-2	1.188265144E-1
3.997939072E1	7.677349448E-2	8.289456367E-2	1.979732513E-2	1.147066355E-1
3.998442166E1	8.094421029E-2	9.582996368E-2	-3.923416138E-3	1.255019534E-1
3.998945260E1	7.551243901E-2	9.441685677E-2	-1.795482635E-2	1.222253946E-1
3.999448354E1	5.106118321E-2	8.837223053E-2	-2.240753174E-2	1.044939857E-1
3.999951447E1	3.150638938E-2	9.673118591E-2	-4.585075378E-2	1.115879318E-1
4.000454541E1	2.642527223E-2	9.087777138E-2	-6.912612915E-2	1.171984901E-1
4.000957635E1	1.681852341E-2	7.568144798E-2	-7.798480988E-2	1.099644255E-1
4.001460729E1	-1.954048872E-3	7.975625992E-2	-6.780815125E-2	1.047035084E-1
4.001963822E1	3.438383341E-3	7.440304756E-2	-4.823684692E-2	8.873798154E-2
4.002466916E1	4.238277674E-3	5.494952202E-2	-5.106925964E-3	5.534883613E-2
4.002970010E1	4.187822342E-4	4.045414925E-2	4.416465759E-3	4.069666743E-2
4.003473104E1	-2.229776978E-2	2.133369446E-2	2.810859680E-2	4.174218814E-2
4.003976197E1	-2.103227377E-2	7.121324539E-3	4.210948944E-2	4.760545036E-2
4.004479291E1	-3.875637054E-2	-1.176881790E-2	5.125904083E-2	6.533031915E-2
4.004982385E1	-5.643320084E-2	-2.115488052E-2	5.562496185E-2	8.201445914E-2
4.005485478E1	-7.407802343E-2	-1.637053490E-2	5.524539948E-2	9.384882595E-2
4.005988572E1	-7.271203399E-2	-2.602696419E-2	3.591537476E-2	8.517251256E-2
4.006491666E1	-8.103489876E-2	-2.156329155E-2	2.154636383E-2	8.657872807E-2
4.006994760E1	-6.087744236E-2	-3.148746490E-2	-6.920814514E-3	6.888701698E-2
4.007497854E1	-5.046495795E-2	-3.668594360E-2	-1.612949371E-2	6.444168687E-2
4.008000947E1	-3.072229028E-2	-3.234887123E-2	-3.476047516E-2	5.655615990E-2
4.008504041E1	-3.965005279E-2	-4.224562645E-2	-5.325126648E-2	7.869254743E-2
4.009007135E1	-2.947413921E-2	-5.196189880E-2	-5.262088776E-2	7.960980868E-2
4.009510228E1	-3.354302049E-2	-4.725360870E-2	-5.676937103E-2	8.112212550E-2
4.010013322E1	-3.277930617E-2	-6.142807007E-2	-3.243446350E-2	7.681070972E-2
4.010516416E1	-2.248966694E-2	-5.159354210E-2	-2.733802795E-2	6.257033225E-2
4.011019510E1	-2.654618025E-2	-5.124020576E-2	-2.231407166E-2	6.187225684E-2
4.011522604E1	-2.107188106E-2	-5.078935623E-2	1.112937927E-2	5.610210300E-2
4.012025697E1	-1.560789347E-2	-5.024409294E-2	1.102733612E-2	5.375571929E-2
4.012528791E1	-1.970133185E-2	-4.495739937E-2	2.042293549E-2	5.316395893E-2
4.013031885E1	-2.857425809E-2	-3.496861458E-2	3.448581696E-2	5.682045232E-2
4.013534978E1	-1.834389567E-2	-2.511620522E-2	1.995849609E-2	3.695488925E-2
4.014038072E1	-3.515392542E-3	-3.434252739E-2	1.979541779E-2	3.979479536E-2
4.014541166E1	1.587301493E-2	-3.874564171E-2	2.437973022E-2	4.845150772E-2
4.015044260E1	2.555266023E-2	-4.786062241E-2	4.791736603E-2	7.238543768E-2
4.015547354E1	3.506612778E-2	-3.790330887E-2	6.650543213E-2	8.419778289E-2
4.016050447E1	4.439988732E-2	-2.802872658E-2	6.119060516E-2	8.063032722E-2
4.016553541E1	2.987805009E-2	-1.353573799E-2	5.593299866E-2	6.484145602E-2
4.017056635E1	2.973762155E-2	-1.350712776E-2	6.024551392E-2	6.852948696E-2
4.017559728E1	3.436174989E-2	-4.129648209E-3	5.506992340E-2	6.504214259E-2
4.018062822E1	2.940011024E-2	9.767532349E-3	4.523086548E-2	5.482337424E-2
4.018565916E1	1.491770148E-2	9.149789810E-3	3.076744080E-2	3.539621285E-2
4.019069010E1	1.475125551E-2	1.788377762E-2	1.646709442E-2	2.843579153E-2
4.019572104E1	1.450058818E-2	3.124570847E-2	-1.669788361E-2	3.828029091E-2
4.020075197E1	1.896512508E-2	3.490138054E-2	-3.056621552E-2	5.012061316E-2
4.020578291E1	-4.002153873E-4	4.802393913E-2	-4.432010651E-2	6.535082817E-2
4.021081385E1	-5.423903465E-3	5.633592606E-2	-6.747341156E-2	8.806711396E-2
4.021584478E1	-1.521933079E-2	5.992841721E-2	-9.521484375E-2	1.135293340E-1
4.022087572E1	-1.070255041E-2	4.934358597E-2	-8.001899719E-2	9.461698565E-2
4.022590666E1	-1.489818096E-3	4.374361038E-2	-7.923984528E-2	9.052445021E-2
4.023093760E1	2.968132496E-3	4.783296585E-2	-7.850646973E-2	9.197862916E-2
4.023596854E1	2.725899220E-3	3.304195404E-2	-5.407714844E-2	6.343137423E-2
4.024099947E1	-1.650834084E-2	-5.317926407E-3	-6.123542786E-3	1.839302679E-2
4.024603041E1	-4.051664472E-2	-5.686283112E-4	1.031360626E-1	1.108105106E-1
4.025106135E1	-3.147211671E-2	1.359009743E-2	1.450004578E-1	1.489977101E-1
4.025609228E1	-8.694499731E-3	2.753329277E-2	8.680534363E-2	9.148138728E-2
4.026112322E1	4.130184650E-3	2.691102028E-2	2.439498901E-2	3.655648953E-2
4.026615416E1	3.112876415E-2	-2.399921417E-3	-1.843929291E-2	3.625971737E-2
4.027118510E1	7.243415713E-2	-1.262569427E-2	-2.761745453E-2	7.854195739E-2
4.027621604E1	9.955152869E-2	-1.811790466E-2	-2.242279053E-2	1.036414341E-1
4.028124697E1	1.078153551E-1	1.804828644E-4	-2.200317383E-2	1.100378254E-1
4.028627791E1	1.067440212E-1	4.135847092E-3	-2.159309387E-2	1.089846457E-1
4.029130885E1	8.676773310E-2	1.291227341E-2	-3.071022034E-2	9.294344487E-2
4.029633978E1	3.384873271E-2	1.217389107E-2	-4.925823212E-2	6.099437483E-2
4.030137072E1	1.479077339E-2	1.629543304E-2	-6.292629242E-2	6.666353121E-2
4.030640166E1	1.028239727E-2	2.049016953E-2	-6.225967407E-2	6.634637712E-2
4.031143260E1	-1.305207610E-2	2.470493317E-2	-3.786563873E-2	4.705844249E-2
4.031646354E1	-5.038738251E-2	2.423644066E-2	-2.794837952E-2	6.250924163E-2
4.032149447E1	-8.279341459E-2	3.336477280E-2	-2.289676666E-2	9.215323916E-2
4.032652541E1	-9.131732583E-2	1.397085190E-2	-2.740478516E-2	9.635902111E-2
4.033155635E1	-1.045987904E-1	2.327537537E-2	-3.189182281E-2	1.118022290E-1
4.033658728E1	-1.036192775E-1	1.355075836E-2	-3.161048889E-2	1.091778399E-1
4.034161822E1	-8.849757910E-2	2.294397354E-2	-1.235485077E-2	9.225448372E-2
4.034664916E1	-9.264123440E-2	2.275466919E-2	1.986503601E-3	9.541550963E-2
4.035168005E1	-8.734852076E-2	2.255940437E-2	-1.228523254E-2	9.104733792E-2
4.035671093E1	-7.748174667E-2	2.241086960E-2	-2.170944214E-2	8.352824685E-2
4.036174182E1	-5.829539895E-2	3.180384636E-2	-2.632427216E-2	7.143392392E-2
4.036677270E1	-4.884612560E-2	1.737070084E-2	-1.665687561E-2	5.445306914E-2
4.037180359E1	-3.950560093E-2	2.679586411E-2	-7.070541382E-3	4.825664092E-2
4.037683447E1	-2.560979128E-2	4.088830948E-2	-1.656246185E-2	5.101010100E-2
4.038186536E1	-1.670864224E-2	5.480790138E-2	-2.596569061E-2	6.290708918E-2
4.038689624E1	1.514941454E-3	6.391358376E-2	-3.056240082E-2	7.086114295E-2
4.039192713E1	5.925893784E-4	7.769203186E-2	-7.310867310E-2	1.066830870E-1
4.039695801E1	1.393836737E-2	6.291723251E-2	-7.257843018E-2	9.705918173E-2
4.040198890E1	2.242442966E-2	3.417086601E-2	-7.684612274E-2	8.703924236E-2
4.040701978E1	2.140799165E-2	5.816936493E-3	-7.162380219E-2	7.498071683E-2
4.041205067E1	1.578193903E-2	-3.101110458E-3	-8.074569702E-2	8.233197479E-2
4.041708156E1	8.062124252E-4	-2.119088173E-2	-6.136989594E-2	6.493048263E-2
4.042211244E1	-1.864260435E-2	-3.887891769E-2	-3.747558594E-2	5.712737067E-2
4.042714333E1	-2.819630504E-2	-6.097006798E-2	-4.330635071E-3	6.731370742E-2
4.043217421E1	-2.793732285E-2	-7.323193550E-2	2.375698090E-2	8.190118758E-2
4.043720510E1	-3.695628047E-2	-8.539628983E-2	6.111907959E-2	1.113276016E-1
4.044223598E1	-6.472289562E-2	-8.796691895E-2	6.968975067E-2	1.295526665E-1
4.044726687E1	-6.850987673E-2	-8.592557907E-2	8.298587799E-2	1.377078948E-1
4.045229775E1	-6.291306019E-2	-7.936072350E-2	8.672904968E-2	1.333345628E-1
4.045732864E1	-8.133557439E-2	-6.355953217E-2	8.099365234E-2	1.312069415E-1
4.046235953E1	-7.620769739E-2	-4.339957237E-2	6.587028503E-2	1.096814956E-1
4.046739041E1	-5.728787184E-2	-2.841687202E-2	3.193664551E-2	7.147984472E-2
4.047242130E1	-1.991283894E-2	-1.366400719E-2	7.794380188E-3	2.537673362E-2
4.047745218E1	-1.649028063E-2	-3.883123398E-3	-3.038120270E-2	3.478542051E-2
4.048248307E1	-3.900378942E-3	2.001214027E-2	-6.349086761E-2	6.668424840E-2
4.048751395E1	-5.761265755E-3	3.431224823E-2	-1.011066437E-1	1.069255627E-1
4.049254484E1	2.561801672E-2	3.434586525E-2	-1.241931915E-1	1.313768247E-1
4.049757572E1	5.212312937E-2	2.028250694E-2	-1.233825684E-1	1.354675566E-1
4.050260661E1	7.389509678E-2	3.027749062E-2	-1.178770065E-1	1.423804777E-1
4.050763749E1	8.157670498E-2	2.144432068E-2	-1.219720840E-1	1.482963485E-1
4.051266838E1	7.058709860E-2	2.238059044E-2	-1.260738373E-1	1.462123174E-1
4.051769926E1	8.383324742E-2	2.825832367E-2	-9.694194794E-2	1.312413330E-1
4.052273015E1	6.877934933E-2	2.948951721E-2	-6.808376312E-2	1.011712870E-1
4.052776109E1	5.876511335E-2	4.030990601E-2	-6.248474121E-3	7.153509977E-2
4.053279202E1	4.411596060E-2	3.210163116E-2	2.822875977E-3	5.463242015E-2
4.053782296E1	4.844757915E-2	2.871251106E-2	1.656055450E-2	5.870117701E-2
4.054285390E1	5.254277587E-2	2.535176277E-2	1.683235168E-3	5.836341707E-2
4.054788484E1	5.161964893E-2	1.722311974E-2	1.542472839E-2	5.656099588E-2
4.055291578E1	6.006586552E-2	4.366397858E-3	-4.179954529E-3	6.036924424E-2
4.055794671E1	5.406075716E-2	1.116514206E-3	-2.362823486E-2	5.900936834E-2
