"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.177250036E1	6.503702402E-1	3.831398487E-1	-8.518838882E-1	1.138193196E0
2.177753130E1	5.084066391E-1	4.435858727E-1	-1.036399841E0	1.236677148E0
2.178256223E1	4.281388521E-1	4.146975279E-1	-1.101226807E0	1.252189042E0
2.178759317E1	3.996016979E-1	3.781554699E-1	-1.161287308E0	1.285018011E0
2.179262411E1	4.035772085E-1	3.484959602E-1	-1.221385956E0	1.332706888E0
2.179765505E1	4.688059092E-1	3.402842283E-1	-1.295905113E0	1.419486667E0
2.180268598E1	6.912798882E-1	3.297905922E-1	-1.490107536E0	1.675425375E0
2.180771692E1	1.013897538E0	3.459621668E-1	-1.665233612E0	1.980070964E0
2.181274786E1	1.308025599E0	3.746907711E-1	-1.797486305E0	2.254391527E0
2.181777880E1	1.530985236E0	3.684839010E-1	-1.910900116E0	2.476133161E0
2.182280973E1	1.663925648E0	3.181979656E-1	-2.024679184E0	2.639928845E0
2.182784067E1	1.649896860E0	1.664737463E-1	-2.119710922E0	2.691291057E0
2.183287161E1	1.499123931E0	-4.868865013E-2	-2.081234932E0	2.565400941E0
2.183790255E1	1.240466356E0	-1.696094275E-1	-2.024150848E0	2.380065292E0
2.184293348E1	9.170191288E-1	-1.726869345E-1	-1.929295540E0	2.143111322E0
2.184796442E1	5.857715607E-1	-1.013701558E-1	-1.734436989E0	1.833487360E0
2.185299536E1	3.940951824E-1	5.359870195E-2	-1.482589722E0	1.535010136E0
2.185802630E1	3.263754845E-1	2.487387061E-1	-1.173647881E0	1.243318643E0
2.186305723E1	3.000233173E-1	3.687121868E-1	-8.505296707E-1	9.743528049E-1
2.186808812E1	3.858313560E-1	4.178393483E-1	-5.465660095E-1	7.887901870E-1
2.187311900E1	5.447411537E-1	4.147948027E-1	-3.381252289E-1	7.636270839E-1
2.187814989E1	7.714749575E-1	3.973597884E-1	-1.389112473E-1	8.788428449E-1
2.188318078E1	9.940358400E-1	3.698546290E-1	1.767063141E-2	1.060760081E0
2.188821166E1	1.097774744E0	4.081316590E-1	1.938800812E-1	1.187126921E0
2.189324255E1	1.174294353E0	3.343354464E-1	3.227167130E-1	1.262890927E0
2.189827343E1	1.243777871E0	1.905379891E-1	4.759082794E-1	1.345279454E0
2.190330432E1	1.250076652E0	-5.411893129E-3	6.628866196E-1	1.414969821E0
2.190833520E1	1.103515983E0	-1.638963223E-1	9.169759750E-1	1.444110268E0
2.191336609E1	8.195693493E-1	-3.193401694E-1	1.108845711E0	1.415348322E0
2.191839697E1	5.186290741E-1	-4.432331920E-1	1.114110947E0	1.306397711E0
2.192342786E1	2.107801437E-1	-5.494018793E-1	9.520120621E-1	1.119195095E0
2.192845874E1	-8.491170406E-2	-5.842893124E-1	6.753110886E-1	8.970223321E-1
2.193348963E1	-3.877117038E-1	-5.800373554E-1	3.414831161E-1	7.767717925E-1
2.193852051E1	-6.883325577E-1	-4.919764400E-1	7.490348816E-2	8.493839297E-1
2.194355140E1	-9.297451973E-1	-3.855275810E-1	-1.532373428E-1	1.018105756E0
2.194858228E1	-1.145647526E0	-3.118785918E-1	-2.330427170E-1	1.209993974E0
2.195361317E1	-1.340955734E0	-2.745488286E-1	-2.221374512E-1	1.386681069E0
2.195864406E1	-1.534773469E0	-2.871540487E-1	-1.158990860E-1	1.565701008E0
2.196367494E1	-1.693731666E0	-3.684455454E-1	4.245758057E-3	1.733348523E0
2.196870583E1	-1.822586417E0	-5.469726920E-1	6.653308868E-2	1.904055416E0
2.197373671E1	-1.911825061E0	-8.371057510E-1	1.810388565E-1	2.094897651E0
2.197876760E1	-2.014584064E0	-1.200864077E0	3.908348083E-1	2.377682765E0
2.198379848E1	-2.174410820E0	-1.600543380E0	6.146106720E-1	2.769033731E0
2.198882937E1	-2.348663330E0	-2.003407478E0	8.428897858E-1	3.200050649E0
2.199386025E1	-2.504316807E0	-2.357618809E0	9.801216125E-1	3.576395880E0
2.199889114E1	-2.641655922E0	-2.606660843E0	1.112575531E0	3.874383960E0
2.200392202E1	-2.770420313E0	-2.804030657E0	1.283349037E0	4.145455510E0
2.200895291E1	-2.833228350E0	-2.926472664E0	1.449371338E0	4.323436412E0
2.201398380E1	-2.854069710E0	-3.008102655E0	1.610662460E0	4.448441194E0
2.201901468E1	-2.808973074E0	-3.016058922E0	1.781579018E0	4.490096318E0
2.202404557E1	-2.745683432E0	-2.802642822E0	1.947752953E0	4.380333990E0
2.202907645E1	-2.597269058E0	-2.555077076E0	2.027904510E0	4.169726865E0
2.203410734E1	-2.292313576E0	-2.359463215E0	1.955220222E0	3.826833457E0
2.203913822E1	-1.845611572E0	-2.177311182E0	1.777755737E0	3.362645019E0
2.204416911E1	-1.214426398E0	-1.884119391E0	1.600882530E0	2.754553001E0
2.204919999E1	-1.692103148E-1	-1.202828407E0	1.429379463E0	1.875780893E0
2.205423088E1	1.007643223E0	2.819916904E-1	1.124543190E0	1.536053894E0
2.205926176E1	1.737854958E0	1.221127272E0	9.351644516E-1	2.320737861E0
2.206429265E1	2.452922344E0	2.113369703E0	6.792888641E-1	3.308261309E0
2.206932354E1	3.072205067E0	2.777721882E0	3.329830170E-1	4.155124609E0
2.207435447E1	3.519803047E0	3.162485600E0	-1.085119247E-1	4.733086044E0
2.207938541E1	3.671829700E0	3.426363707E0	-4.968795776E-1	5.046700993E0
2.208441635E1	3.595688105E0	3.651168108E0	-8.896083832E-1	5.201096478E0
2.208944729E1	3.391900301E0	3.808816195E0	-1.291481018E0	5.261177784E0
2.209447822E1	3.113008022E0	3.847424746E0	-1.659463882E0	5.219896215E0
2.209950916E1	2.720542908E0	3.681749344E0	-1.945789337E0	4.974206277E0
2.210454010E1	2.219112396E0	3.279277086E0	-2.164935112E0	4.512766566E0
2.210957104E1	1.603780866E0	2.722130775E0	-2.278746128E0	3.895483659E0
2.211460197E1	9.461612701E-1	2.106397629E0	-2.234752655E0	3.213448545E0
2.211963291E1	3.273339272E-1	1.513481021E0	-2.047486305E0	2.567094169E0
2.212466385E1	-1.907712221E-1	9.767808914E-1	-1.841453552E0	2.093190329E0
2.212969478E1	-6.084138751E-1	5.487096310E-1	-1.678834915E0	1.868083610E0
2.213472572E1	-9.161652327E-1	2.145146728E-1	-1.468695641E0	1.744259775E0
2.213975666E1	-1.147546768E0	-4.537117481E-2	-1.268480301E0	1.711129569E0
2.214478760E1	-1.326455116E0	-2.504180670E-1	-1.135565758E0	1.764001693E0
2.214981854E1	-1.452530742E0	-4.200176597E-1	-1.017317772E0	1.822414837E0
2.215484947E1	-1.511152029E0	-5.975344181E-1	-9.137496948E-1	1.864287086E0
2.215988041E1	-1.502109289E0	-7.209162712E-1	-8.392324448E-1	1.865573285E0
2.216491135E1	-1.463703990E0	-7.950023413E-1	-8.033037186E-1	1.849257948E0
2.216994228E1	-1.434224963E0	-7.720979452E-1	-7.915668488E-1	1.810998221E0
2.217497322E1	-1.418545485E0	-6.714087725E-1	-7.991962433E-1	1.761185869E0
2.218000416E1	-1.397520065E0	-4.977608919E-1	-8.453044891E-1	1.707444851E0
2.218503510E1	-1.356851578E0	-2.797996998E-1	-9.059371948E-1	1.655311535E0
2.219006604E1	-1.296569943E0	-6.050825119E-2	-9.763050079E-1	1.624169429E0
2.219509697E1	-1.235766888E0	1.267748475E-1	-1.013375282E0	1.603159732E0
2.220012791E1	-1.184111953E0	3.061062098E-1	-1.026745796E0	1.596881041E0
2.220515885E1	-1.103385448E0	4.154294133E-1	-1.016443253E0	1.556662433E0
2.221018978E1	-9.793593884E-1	4.596316218E-1	-1.025521278E0	1.490670967E0
2.221522072E1	-8.601088524E-1	4.530718327E-1	-9.917383194E-1	1.388742675E0
2.222025166E1	-7.552230358E-1	4.148557782E-1	-8.912153244E-1	1.239649912E0
2.222528260E1	-6.265121698E-1	3.257634044E-1	-7.574777603E-1	1.035573200E0
2.223031354E1	-5.123059750E-1	2.047613859E-1	-6.383571625E-1	8.437324837E-1
2.223534447E1	-4.172956944E-1	7.555854321E-2	-5.385980606E-1	6.855163462E-1
2.224037541E1	-3.509548903E-1	-3.826242685E-2	-4.151115417E-1	5.449320512E-1
2.224540635E1	-3.180203438E-1	-1.225472093E-1	-3.109512329E-1	4.613517387E-1
2.225043728E1	-3.231798410E-1	-1.871585846E-1	-1.734685898E-1	4.117825847E-1
2.225546822E1	-3.472553492E-1	-2.418422699E-1	-7.442665100E-2	4.296664839E-1
2.226049916E1	-3.853918314E-1	-2.771936059E-1	1.970386505E-2	4.751330352E-1
2.226553010E1	-4.135583639E-1	-2.982716262E-1	1.424093246E-1	5.294118426E-1
2.227056104E1	-3.840577602E-1	-3.290319741E-1	2.219381332E-1	5.522851964E-1
2.227559197E1	-3.592401743E-1	-2.882049680E-1	2.679281235E-1	5.328236910E-1
2.228062291E1	-3.247163296E-1	-2.429994941E-1	3.665094376E-1	5.466430432E-1
2.228565385E1	-1.847388744E-1	-2.749404013E-1	5.606517792E-1	6.511920558E-1
2.229068478E1	7.661819458E-3	-3.171349466E-1	6.829051971E-1	7.529892337E-1
2.229571572E1	1.467067003E-1	-3.744667768E-1	7.238807678E-1	8.281011948E-1
2.230074666E1	2.179143429E-1	-3.511904478E-1	6.645765305E-1	7.826131588E-1
2.230577760E1	2.884820700E-1	-2.951875925E-1	7.489862442E-1	8.551830292E-1
2.231080854E1	3.823822737E-1	-2.592371106E-1	8.621454239E-1	9.781179963E-1
2.231583947E1	4.854489565E-1	-1.765261292E-1	9.465990067E-1	1.078365357E0
2.232087041E1	5.644063950E-1	-1.142423749E-1	9.497442245E-1	1.110684470E0
2.232590135E1	6.481293440E-1	-1.011950374E-1	9.433965683E-1	1.149047069E0
2.233093229E1	6.936753988E-1	-1.230897903E-1	9.705896378E-1	1.199325185E0
2.233596322E1	7.252151966E-1	-1.607628465E-1	9.690704346E-1	1.221015676E0
2.234099416E1	7.331526279E-1	-1.664412916E-1	9.580135345E-1	1.217787096E0
2.234602510E1	7.272428274E-1	-1.450185180E-1	9.039230347E-1	1.169183199E0
2.235105604E1	7.267963886E-1	-9.671306610E-2	8.307437897E-1	1.108026016E0
2.235608697E1	7.271305323E-1	-3.118532896E-2	7.719583511E-1	1.060948176E0
2.236111791E1	6.948746443E-1	5.642133951E-2	7.323064804E-1	1.011091944E0
2.236614885E1	6.298619509E-1	9.916901588E-2	6.352777481E-1	9.000768790E-1
2.237117979E1	5.129500628E-1	7.825583220E-2	4.761590958E-1	7.042508265E-1
2.237621067E1	3.966987133E-1	2.742281556E-2	2.789516449E-1	4.857323338E-1
2.238124156E1	3.049633503E-1	-2.426469326E-2	9.630680084E-2	3.207279536E-1
2.238627244E1	2.088048458E-1	-4.310023785E-2	-9.089756012E-2	2.317745900E-1
2.239130333E1	1.270844936E-1	-2.393031120E-2	-1.630678177E-1	2.081207378E-1
2.239633421E1	5.457723141E-2	3.342548013E-2	-2.350664139E-1	2.436229789E-1
2.240136510E1	7.792711258E-4	8.600002527E-2	-3.738422394E-1	3.836073925E-1
2.240639598E1	-4.396057129E-2	9.567981958E-2	-3.975782394E-1	4.112853221E-1
2.241142687E1	-5.102193356E-2	8.656999469E-2	-3.829336166E-1	3.958986694E-1
2.241645775E1	-6.055116653E-3	8.245673776E-2	-4.016952515E-1	4.101156582E-1
2.242148864E1	5.277252197E-2	7.860338688E-2	-4.299373627E-1	4.402380803E-1
2.242651952E1	7.310438156E-2	2.722021937E-2	-4.676942825E-1	4.741551780E-1
2.243155041E1	-2.188086510E-3	-1.003891528E-1	-4.910764694E-1	5.012373375E-1
2.243658130E1	-1.774057150E-1	-2.419929802E-1	-4.905929565E-1	5.750781157E-1
2.244161218E1	-4.237433672E-1	-4.118250608E-1	-4.423646927E-1	7.381360602E-1
2.244664307E1	-7.413358688E-1	-6.193714738E-1	-4.325008392E-1	1.058421877E0
2.245167395E1	-1.048862457E0	-8.214393854E-1	-4.896411896E-1	1.419374374E0
2.245670484E1	-1.350982904E0	-9.653081894E-1	-4.893884659E-1	1.731033154E0
2.246173572E1	-1.647836089E0	-1.098790288E0	-4.557085037E-1	2.032332186E0
2.246676661E1	-1.867774487E0	-1.188277006E0	-4.508085251E-1	2.259161814E0
2.247179749E1	-1.977493167E0	-1.233644128E0	-4.746484756E-1	2.378581139E0
2.247682838E1	-1.977245808E0	-1.191866040E0	-4.936990738E-1	2.360886363E0
2.248185926E1	-1.881629705E0	-1.034221172E0	-4.744768143E-1	2.198925199E0
2.248689015E1	-1.724286437E0	-8.421146870E-1	-4.696311951E-1	1.975569367E0
2.249192104E1	-1.486158133E0	-6.490684748E-1	-4.791412354E-1	1.691015140E0
2.249695192E1	-1.157654285E0	-4.694831371E-1	-4.599647522E-1	1.331219529E0
2.250198281E1	-7.915728092E-1	-2.700374722E-1	-4.025506973E-1	9.281997698E-1
2.250701369E1	-4.119471312E-1	-9.388127923E-2	-3.404045105E-1	5.425765976E-1
2.251204458E1	-6.195402145E-2	4.455167055E-2	-3.548078537E-1	3.629211556E-1
2.251707546E1	2.583789825E-1	1.452903152E-1	-4.313049316E-1	5.233477987E-1
2.252210635E1	5.108605623E-1	2.609430254E-1	-4.550409317E-1	7.322103701E-1
2.252713723E1	7.098960876E-1	3.628115058E-1	-4.738998413E-1	9.274511866E-1
2.253216812E1	8.556259871E-1	3.983377516E-1	-4.544219971E-1	1.047505678E0
2.253719900E1	8.908385038E-1	3.914398849E-1	-3.775367737E-1	1.043720479E0
2.254222989E1	8.348066807E-1	2.512276769E-1	-2.815694809E-1	9.161325845E-1
2.254726078E1	7.641617060E-1	4.476878047E-2	-2.526226044E-1	8.060803538E-1
2.255229166E1	6.884826422E-1	-2.040386796E-1	-1.423521042E-1	7.320548155E-1
2.255732255E1	5.883800983E-1	-3.566007614E-1	5.875682831E-2	6.905125691E-1
2.256235343E1	4.636682272E-1	-4.371424019E-1	2.836818695E-1	6.975364561E-1
2.256738432E1	3.477902412E-1	-4.938494265E-1	3.985052109E-1	7.236378314E-1
2.257241520E1	3.413127661E-1	-4.743640423E-1	5.468206406E-1	8.003302205E-1
2.257744609E1	4.441965818E-1	-3.981471360E-1	6.998815536E-1	9.196009647E-1
2.258247697E1	6.468927860E-1	-3.085117936E-1	8.337488174E-1	1.099448450E0
2.258750791E1	8.731267452E-1	-2.487519830E-1	9.723024368E-1	1.330263091E0
2.259253885E1	1.147255063E0	-2.191282213E-1	1.029376984E0	1.556864905E0
2.259756978E1	1.374043941E0	-2.438229620E-1	1.095862389E0	1.774362073E0
2.260260072E1	1.481977582E0	-2.943481207E-1	1.190849304E0	1.923803637E0
2.260763166E1	1.447292328E0	-3.707626462E-1	1.228215218E0	1.934071520E0
2.261266260E1	1.317725420E0	-4.445094466E-1	1.193729401E0	1.832751705E0
2.261769354E1	1.131649852E0	-5.395941734E-1	1.125741959E0	1.684959411E0
2.262272447E1	9.177205563E-1	-6.129330993E-1	1.053005219E0	1.525358317E0
2.262775541E1	7.234745026E-1	-6.739704013E-1	9.660129547E-1	1.382328646E0
2.263278635E1	5.869837999E-1	-7.513288856E-1	8.408985138E-1	1.271281002E0
2.263781728E1	5.082250834E-1	-8.163199425E-1	7.207479477E-1	1.201727335E0
2.264284822E1	4.918010235E-1	-8.591666818E-1	6.103544235E-1	1.162999637E0
2.264787916E1	5.184533596E-1	-8.893659115E-1	5.384111404E-1	1.161745311E0
2.265291010E1	5.642753839E-1	-9.307766557E-1	3.996515274E-1	1.159514224E0
2.265794104E1	5.862618685E-1	-9.641338587E-1	2.658882141E-1	1.159290136E0
2.266297197E1	5.222775936E-1	-9.223544598E-1	1.658105850E-1	1.072848910E0
2.266800291E1	3.484132290E-1	-8.629556894E-1	8.983898163E-2	9.349627494E-1
2.267303385E1	1.605026722E-1	-7.761920691E-1	-7.684230804E-2	7.963290627E-1
2.267806478E1	3.039729595E-2	-7.048220634E-1	-3.150129318E-1	7.726132823E-1
2.268309572E1	-9.921610355E-2	-6.053096056E-1	-5.720129013E-1	8.387146792E-1
2.268812666E1	-2.091653347E-1	-5.059183240E-1	-8.048000336E-1	9.733481298E-1
2.269315760E1	-3.042179346E-1	-4.156330824E-1	-1.018219948E0	1.141083377E0
2.269818854E1	-3.748931885E-1	-2.812133133E-1	-1.193184853E0	1.281918844E0
2.270321947E1	-3.925390244E-1	-1.643776596E-1	-1.310642242E0	1.378002173E0
2.270825041E1	-3.811967373E-1	-8.384037018E-2	-1.351550102E0	1.406779243E0
2.271328135E1	-2.931387424E-1	-5.840697885E-2	-1.344712257E0	1.377531398E0
2.271831228E1	-1.379734278E-1	-5.443730950E-2	-1.309340477E0	1.317714905E0
2.272334322E1	2.683520317E-2	-1.005842686E-1	-1.221569061E0	1.225996858E0
2.272837416E1	1.677063704E-1	-1.730242372E-1	-1.076663971E0	1.103298745E0
2.273340510E1	2.463195324E-1	-2.481201291E-1	-9.655342102E-1	1.026885204E0
2.273843604E1	2.390613556E-1	-2.735606730E-1	-8.785963058E-1	9.507456243E-1
2.274346697E1	2.082247734E-1	-2.784619629E-1	-7.679805756E-1	8.430259696E-1
2.274849791E1	1.538398266E-1	-2.678418458E-1	-6.719655991E-1	7.395564298E-1
2.275352885E1	7.105457783E-2	-2.515643835E-1	-6.191959381E-1	6.721138310E-1
2.275855979E1	-1.150822639E-2	-2.298371792E-1	-5.952415466E-1	6.381771439E-1
2.276359072E1	-1.035211086E-1	-2.026579678E-1	-5.809173584E-1	6.239005122E-1
2.276862166E1	-1.811729670E-1	-1.890841126E-1	-6.001071930E-1	6.547557474E-1
2.277365260E1	-2.205798626E-1	-1.507514715E-1	-5.953826904E-1	6.525810524E-1
2.277868354E1	-2.409739494E-1	-1.115418971E-1	-5.332899094E-1	5.957416945E-1
2.278371447E1	-2.281436920E-1	-8.562013507E-2	-4.425821304E-1	5.052319209E-1
2.278874541E1	-1.583300829E-1	-8.734285831E-2	-2.658863068E-1	3.215473809E-1
2.279377635E1	-6.502485275E-2	-1.023893654E-1	-3.200721741E-2	1.254443127E-1
2.279880729E1	3.734648228E-2	-1.453606784E-1	1.920518875E-1	2.437384132E-1
2.280383822E1	1.201364994E-1	-1.686767340E-1	4.063091278E-1	4.560391720E-1
2.280886916E1	2.026116848E-1	-1.919369400E-1	6.346912384E-1	6.933428098E-1
2.281390010E1	2.895621061E-1	-2.346637547E-1	8.532819748E-1	9.311301840E-1
2.281893104E1	3.474569321E-1	-2.446104586E-1	9.999485016E-1	1.086488657E0
2.282396197E1	3.859556913E-1	-2.365061045E-1	1.084344864E0	1.175032220E0
2.282899291E1	4.194853306E-1	-2.441825271E-1	1.144811630E0	1.243457566E0
2.283402385E1	4.624592066E-1	-2.629778385E-1	1.133545876E0	1.252178946E0
2.283905479E1	4.671990871E-1	-2.978796959E-1	1.131919861E0	1.260257859E0
2.284408572E1	4.864655733E-1	-3.584945798E-1	1.049036980E0	1.210638552E0
2.284911666E1	4.916563034E-1	-3.922106028E-1	9.710655212E-1	1.156945688E0
2.285414760E1	4.636111259E-1	-3.464727104E-1	8.549661636E-1	1.032446491E0
2.285917854E1	3.879737854E-1	-2.930205464E-1	7.294864655E-1	8.766613953E-1
2.286420947E1	3.028541803E-1	-2.363838553E-1	5.898818970E-1	7.039592559E-1
2.286924041E1	1.652216911E-1	-1.667829156E-1	4.600753784E-1	5.165114732E-1
2.287427135E1	6.106507778E-2	-1.080233455E-1	3.687753677E-1	3.890928665E-1
2.287930228E1	-9.820222855E-3	-8.854967356E-2	2.872581482E-1	3.007569204E-1
2.288433322E1	-4.753541946E-2	-2.687177062E-2	1.437826157E-1	1.538023040E-1
2.288936411E1	-5.207085609E-2	7.722923160E-2	-4.202842712E-3	9.323836203E-2
2.289439499E1	-4.733359814E-2	1.952943504E-1	-1.519317627E-1	2.519198550E-1
2.289942588E1	-9.424805641E-3	2.701359689E-1	-2.372407913E-1	3.596463009E-1
2.290445676E1	5.225718021E-2	2.733322084E-1	-4.085073471E-1	4.942869224E-1
2.290948765E1	2.051192522E-1	2.581219077E-1	-6.418218613E-1	7.215511960E-1
2.291451854E1	2.722058296E-1	2.728158236E-1	-6.549844742E-1	7.599533859E-1
2.291954942E1	1.674879789E-1	2.745445371E-1	-5.152311325E-1	6.073631910E-1
2.292458031E1	5.950093269E-3	3.015572429E-1	-2.753610611E-1	4.084065233E-1
2.292961119E1	-1.599602699E-1	2.960745692E-1	-1.267404556E-1	3.595978053E-1
2.293464208E1	-2.536196709E-1	3.103939295E-1	2.161216736E-2	4.014155138E-1
2.293967296E1	-2.897399664E-1	3.201936483E-1	2.628803253E-2	4.326248736E-1
2.294470385E1	-2.588812113E-1	3.492339253E-1	-1.686668396E-2	4.350497686E-1
2.294973473E1	-2.234008312E-1	4.069941640E-1	-1.173372269E-1	4.788738933E-1
2.295476562E1	-2.167762518E-1	4.216846824E-1	-8.853816986E-2	4.823369385E-1
2.295979650E1	-2.007677555E-1	4.604266882E-1	-1.506185532E-1	5.243914334E-1
2.296482739E1	-1.514227390E-1	4.850352407E-1	-1.456604004E-1	5.285877248E-1
2.296985828E1	-1.692696810E-1	4.764594436E-1	-1.454782486E-1	5.261461271E-1
2.297488916E1	-2.206953764E-1	4.396279454E-1	-1.213884354E-1	5.066698450E-1
2.297992005E1	-3.057167530E-1	3.601933718E-1	2.702426910E-2	4.732148658E-1
2.298495093E1	-3.477269411E-1	2.763279676E-1	7.482910156E-2	4.504115515E-1
2.298998182E1	-3.514086008E-1	2.070181370E-1	1.560420990E-1	4.366848411E-1
2.299501270E1	-3.360470533E-1	1.186196804E-1	2.276067734E-1	4.228511487E-1
2.300004359E1	-3.446590900E-1	1.019784212E-1	2.847471237E-1	4.585525174E-1
2.300507447E1	-3.103135824E-1	1.711420417E-1	3.083734512E-1	4.697640932E-1
2.301010536E1	-2.425678968E-1	2.207639217E-1	2.841720581E-1	4.339696445E-1
2.301513624E1	-1.365211010E-1	2.365128398E-1	2.791309357E-1	3.905002095E-1
2.302016713E1	-6.556391716E-3	2.472484708E-1	2.549562454E-1	3.552146952E-1
2.302519801E1	1.425817013E-1	2.578216195E-1	2.690477371E-1	3.989839770E-1
2.303022890E1	2.582781315E-1	2.634072304E-1	3.022279739E-1	4.768990569E-1
2.303525978E1	3.165245056E-1	2.543429732E-1	3.688497543E-1	5.485692773E-1
2.304029067E1	3.316415548E-1	2.544371486E-1	4.115056992E-1	5.865674078E-1
2.304532156E1	2.797257900E-1	2.444267273E-1	4.445886612E-1	5.793531050E-1
2.305035244E1	2.229804993E-1	2.384617925E-1	4.681339264E-1	5.707308495E-1
2.305538333E1	1.708663702E-1	2.699787617E-1	4.343471527E-1	5.392043187E-1
2.306041421E1	1.425538063E-1	3.245482445E-1	3.146047592E-1	4.739507413E-1
2.306544510E1	1.428391933E-1	3.640653491E-1	1.472568512E-1	4.178889730E-1
2.307047598E1	1.669541597E-1	4.079496861E-1	-2.462100983E-2	4.414780084E-1
2.307550687E1	1.815953255E-1	4.612054825E-1	-1.723747253E-1	5.247860566E-1
2.308053775E1	2.442725897E-1	5.336921215E-1	-3.056373596E-1	6.617481199E-1
2.308556864E1	3.310737610E-1	6.781330109E-1	-4.387931824E-1	8.729339451E-1
2.309059953E1	4.420253038E-1	8.230603933E-1	-5.814447403E-1	1.100405728E0
2.309563046E1	5.291756392E-1	9.114350677E-1	-7.288036346E-1	1.281364693E0
2.310066140E1	6.020812988E-1	9.579555988E-1	-8.187103271E-1	1.396591357E0
2.310569234E1	6.414395571E-1	9.772412181E-1	-8.846988678E-1	1.465993585E0
2.311072328E1	6.804656982E-1	1.017281771E0	-8.550271988E-1	1.492972631E0
2.311575421E1	7.667367458E-1	1.082798839E0	-8.349847794E-1	1.567653707E0
2.312078515E1	8.618954420E-1	1.173778534E0	-8.006439209E-1	1.661821437E0
2.312581609E1	9.421856403E-1	1.232773066E0	-8.094377518E-1	1.750037910E0
2.313084702E1	1.008058429E0	1.221475601E0	-7.848558426E-1	1.767535893E0
2.313587796E1	1.016650438E0	1.216527820E0	-7.030534744E-1	1.734301657E0
2.314090890E1	1.073231101E0	1.199079514E0	-7.984552383E-1	1.796426298E0
2.314593984E1	1.220869899E0	1.155401230E0	-1.032634735E0	1.972767043E0
2.315097078E1	1.321123958E0	1.004949927E0	-1.262043953E0	2.085197306E0
2.315600171E1	1.279066086E0	7.771489620E-1	-1.486824989E0	2.109649049E0
2.316103265E1	1.019220710E0	5.631486177E-1	-1.525382996E0	1.919046770E0
2.316606359E1	6.428602934E-1	4.349979162E-1	-1.416291237E0	1.615045947E0
2.317109452E1	2.649356127E-1	4.360227585E-1	-1.197985649E0	1.302104581E0
2.317612546E1	-7.630777359E-2	4.130999446E-1	-1.004456520E0	1.088764135E0
2.318115640E1	-4.433497190E-1	2.467618287E-1	-7.207946777E-1	8.814733921E-1
2.318618734E1	-7.458573580E-1	-8.203494549E-2	-3.756418228E-1	8.391303294E-1
2.319121828E1	-9.937974215E-1	-5.068167448E-1	-1.602191925E-1	1.127016733E0
2.319624921E1	-1.139129281E0	-9.711822271E-1	2.270002365E-1	1.514047405E0
2.320128015E1	-1.263502121E0	-1.352206945E0	7.763767242E-1	2.006903598E0
2.320631109E1	-1.348438263E0	-1.775858402E0	1.162668228E0	2.514707980E0
2.321134202E1	-1.308212399E0	-2.238863468E0	1.357469559E0	2.926884506E0
2.321637296E1	-1.118695974E0	-2.589978456E0	1.600095749E0	3.243420339E0
2.322140390E1	-1.004703403E0	-2.893262148E0	2.005214691E0	3.660775975E0
2.322643484E1	-1.000544548E0	-3.111911058E0	2.491397858E0	4.110005245E0
2.323146578E1	-1.112442851E0	-3.342811346E0	2.876946449E0	4.548487404E0
2.323649671E1	-1.250764489E0	-3.591873169E0	3.052086830E0	4.876597040E0
2.324152765E1	-1.349434495E0	-3.788677931E0	3.241887093E0	5.165741558E0
2.324655859E1	-1.337736487E0	-3.829663992E0	3.408130646E0	5.298227977E0
2.325158952E1	-1.360301137E0	-3.572608709E0	3.048790932E0	4.889691025E0
